Id,ActivityDay,StepTotal,TotalCaloriesBurnt
2022484408,09-05-2016,13379,2709
2022484408,10-05-2016,12798,2797
2022484408,11-05-2016,13272,2544
2022484408,12-05-2016,9117,1853
2026352035,12-04-2016,4414,1459
2026352035,13-04-2016,4993,1521
2026352035,14-04-2016,3335,1431
2026352035,15-04-2016,3821,1444
2026352035,16-04-2016,2547,1373
2026352035,17-04-2016,838,1214
2026352035,18-04-2016,3325,1419
2026352035,19-04-2016,2424,1356
2026352035,20-04-2016,7222,1667
2026352035,21-04-2016,2467,1370
2026352035,22-04-2016,2915,1399
2026352035,23-04-2016,12357,1916
2026352035,24-04-2016,3490,1401
2026352035,25-04-2016,6017,1576
2026352035,26-04-2016,5933,1595
2026352035,27-04-2016,6088,1593
2026352035,28-04-2016,6375,1649
2026352035,29-04-2016,7604,1692
2026352035,30-04-2016,4729,1506
2026352035,01-05-2016,3609,1447
2026352035,02-05-2016,7018,1690
2026352035,03-05-2016,5992,1604
2026352035,04-05-2016,6564,1658
2026352035,05-05-2016,12167,1926
2026352035,06-05-2016,8198,1736
2026352035,07-05-2016,4193,1491
2026352035,08-05-2016,5528,1555
2026352035,09-05-2016,10685,1869
2026352035,10-05-2016,254,1141
2026352035,11-05-2016,8580,1698
2026352035,12-05-2016,8891,1364
2320127002,12-04-2016,10725,2124
2320127002,13-04-2016,7275,2003
2320127002,14-04-2016,3973,1696
2320127002,15-04-2016,5205,1801
2320127002,16-04-2016,5057,1724
2320127002,17-04-2016,6198,1852
2320127002,18-04-2016,6559,1905
2320127002,19-04-2016,5997,1811
2320127002,20-04-2016,7192,1922
2320127002,21-04-2016,3404,1610
2320127002,22-04-2016,5583,1851
2320127002,23-04-2016,5079,1804
2320127002,24-04-2016,4165,1725
2320127002,25-04-2016,3588,1654
2320127002,26-04-2016,3409,1632
2320127002,27-04-2016,1715,1481
2320127002,28-04-2016,1532,1473
2320127002,29-04-2016,924,1410
2320127002,30-04-2016,4571,1779
2320127002,01-05-2016,772,1403
2320127002,02-05-2016,3634,1613
2320127002,03-05-2016,7443,1878
2320127002,04-05-2016,1201,1426
2320127002,05-05-2016,5202,1780
2320127002,06-05-2016,4878,1742
2320127002,07-05-2016,7379,1972
2320127002,08-05-2016,5161,1821
2320127002,09-05-2016,3090,1630
2320127002,10-05-2016,6227,1899
2320127002,11-05-2016,6424,1903
2320127002,12-05-2016,2661,1125
2347167796,12-04-2016,10113,2344
2347167796,13-04-2016,10352,2038
2347167796,14-04-2016,10129,2010
2347167796,15-04-2016,10465,2133
2347167796,16-04-2016,22244,2670
2347167796,17-04-2016,5472,1882
2347167796,18-04-2016,8247,1944
2347167796,19-04-2016,6711,2346
2347167796,20-04-2016,10999,2198
2347167796,21-04-2016,10080,2048
2347167796,22-04-2016,7804,1946
2347167796,23-04-2016,16901,2629
2347167796,24-04-2016,9471,2187
2347167796,25-04-2016,9482,2095
2347167796,26-04-2016,5980,1861
2347167796,27-04-2016,11423,2194
2347167796,28-04-2016,5439,1854
2347167796,29-04-2016,42,403
2873212765,12-04-2016,8796,1982
2873212765,13-04-2016,7618,2004
2873212765,14-04-2016,7910,1893
2873212765,15-04-2016,8482,2063
2873212765,16-04-2016,9685,2148
2873212765,17-04-2016,2524,1529
2873212765,18-04-2016,7762,1890
2873212765,19-04-2016,7948,1956
2873212765,20-04-2016,9202,2094
2873212765,21-04-2016,8859,1970
2873212765,22-04-2016,7286,2241
2873212765,23-04-2016,9317,2021
2873212765,24-04-2016,6873,1898
2873212765,25-04-2016,7373,1907
2873212765,26-04-2016,8242,1882
2873212765,27-04-2016,3516,1966
2873212765,28-04-2016,7913,1835
2873212765,29-04-2016,7365,1780
2873212765,30-04-2016,8452,1830
2873212765,01-05-2016,7399,1739
2873212765,02-05-2016,7525,1878
2873212765,03-05-2016,7412,1906
2873212765,04-05-2016,8278,2015
2873212765,05-05-2016,8314,1971
2873212765,06-05-2016,7063,1910
2873212765,07-05-2016,4940,1897
2873212765,08-05-2016,8168,2096
2873212765,09-05-2016,7726,1906
2873212765,10-05-2016,8275,1962
2873212765,11-05-2016,6440,1826
2873212765,12-05-2016,7566,1431
3372868164,12-04-2016,4747,1788
3372868164,13-04-2016,9715,2093
3372868164,14-04-2016,8844,2065
3372868164,15-04-2016,7451,1908
3372868164,16-04-2016,6905,1908
3372868164,17-04-2016,8199,1964
3372868164,18-04-2016,6798,2014
3372868164,19-04-2016,7711,1985
3372868164,20-04-2016,4880,1867
3372868164,21-04-2016,8857,2124
3372868164,22-04-2016,3843,1669
3372868164,23-04-2016,7396,1995
3372868164,24-04-2016,6731,1921
3372868164,25-04-2016,5995,2010
3372868164,26-04-2016,8283,2057
3372868164,27-04-2016,7904,2095
3372868164,28-04-2016,5512,1972
3372868164,29-04-2016,9135,2044
3372868164,30-04-2016,5250,1946
3372868164,01-05-2016,3077,1237
3977333714,12-04-2016,8856,1450
3977333714,13-04-2016,10035,1495
3977333714,14-04-2016,7641,1433
3977333714,15-04-2016,9010,1468
3977333714,16-04-2016,13459,1625
3977333714,17-04-2016,10415,1529
3977333714,18-04-2016,11663,1584
3977333714,19-04-2016,12414,1638
3977333714,20-04-2016,11658,1554
3977333714,21-04-2016,6093,1397
3977333714,22-04-2016,8911,1481
3977333714,23-04-2016,12058,1638
3977333714,24-04-2016,14112,1655
3977333714,25-04-2016,11177,1570
3977333714,26-04-2016,11388,1551
3977333714,27-04-2016,7193,1377
3977333714,28-04-2016,7114,1407
3977333714,29-04-2016,10645,1545
3977333714,30-04-2016,13238,1650
3977333714,01-05-2016,10414,1501
3977333714,02-05-2016,16520,1760
3977333714,03-05-2016,14335,1710
3977333714,04-05-2016,13559,1628
3977333714,05-05-2016,12312,1618
3977333714,06-05-2016,11677,1590
3977333714,07-05-2016,11550,1574
3977333714,08-05-2016,13585,1633
3977333714,09-05-2016,14687,1667
3977333714,10-05-2016,13072,1630
3977333714,11-05-2016,746,52
4020332650,12-04-2016,8539,3654
4020332650,13-04-2016,0,1981
4020332650,14-04-2016,108,2011
4020332650,15-04-2016,1882,2951
4020332650,16-04-2016,1982,3051
4020332650,17-04-2016,16,1990
4020332650,18-04-2016,62,1995
4020332650,19-04-2016,0,1980
4020332650,20-04-2016,0,1980
4020332650,21-04-2016,0,1980
4020332650,22-04-2016,0,1980
4020332650,23-04-2016,0,1980
4020332650,24-04-2016,0,1980
4020332650,25-04-2016,0,1980
4020332650,26-04-2016,0,1980
4020332650,27-04-2016,0,1980
4020332650,28-04-2016,0,1980
4020332650,29-04-2016,0,1980
4020332650,30-04-2016,0,1980
4020332650,01-05-2016,0,1980
4020332650,02-05-2016,475,2207
4020332650,03-05-2016,4496,2828
4020332650,04-05-2016,10252,3879
4020332650,05-05-2016,11728,3429
4020332650,06-05-2016,4369,2704
4020332650,07-05-2016,6132,2975
4020332650,08-05-2016,5862,3089
4020332650,09-05-2016,4556,2785
4020332650,10-05-2016,5546,2926
4020332650,11-05-2016,3689,2645
4020332650,12-05-2016,590,1120
4057192912,12-04-2016,5394,2286
4057192912,13-04-2016,5974,2306
4057192912,14-04-2016,0,1776
4057192912,15-04-2016,3984,1527
4319703577,12-04-2016,7753,2115
4319703577,13-04-2016,8204,2135
4319703577,14-04-2016,10210,2302
4319703577,15-04-2016,5664,1985
4319703577,16-04-2016,4744,1884
4319703577,17-04-2016,29,1464
4319703577,18-04-2016,2276,1632
4319703577,19-04-2016,8925,2200
4319703577,20-04-2016,8954,2220
4319703577,21-04-2016,3702,1792
4319703577,22-04-2016,4500,1886
4319703577,23-04-2016,4935,1945
4319703577,24-04-2016,4081,1880
4319703577,25-04-2016,9259,2314
4319703577,26-04-2016,9899,2236
4319703577,27-04-2016,10780,2324
4319703577,28-04-2016,10817,2367
4319703577,29-04-2016,7990,2175
4319703577,30-04-2016,8221,2092
4319703577,01-05-2016,1251,1593
4319703577,02-05-2016,9261,2270
4319703577,03-05-2016,9648,2235
4319703577,04-05-2016,10429,2282
4319703577,05-05-2016,13658,2530
4319703577,06-05-2016,9524,2266
4319703577,07-05-2016,7937,2158
4319703577,08-05-2016,3672,1792
4319703577,09-05-2016,10378,2345
4319703577,10-05-2016,9487,2260
4319703577,11-05-2016,9129,2232
4319703577,12-05-2016,17,257
4388161847,12-04-2016,10122,2955
4388161847,13-04-2016,10993,3092
4388161847,14-04-2016,8863,2998
4388161847,15-04-2016,8758,3066
4388161847,16-04-2016,6580,3073
4388161847,17-04-2016,4660,2572
4388161847,18-04-2016,11009,3274
4388161847,19-04-2016,10181,3015
4388161847,20-04-2016,10553,3083
4388161847,21-04-2016,10055,3069
4388161847,22-04-2016,12139,3544
4388161847,23-04-2016,13236,3306
4388161847,24-04-2016,10243,2885
4388161847,25-04-2016,12961,3288
4388161847,26-04-2016,9461,2929
4388161847,27-04-2016,11193,3074
4388161847,28-04-2016,10074,2969
4388161847,29-04-2016,9232,2979
4388161847,30-04-2016,12533,3283
4388161847,01-05-2016,10255,2926
4388161847,02-05-2016,10096,3147
4388161847,03-05-2016,12727,3290
4388161847,04-05-2016,12375,3162
4388161847,05-05-2016,9603,2899
4388161847,06-05-2016,13175,3425
4388161847,07-05-2016,22770,4022
4388161847,08-05-2016,17298,3934
4388161847,09-05-2016,10218,3013
4388161847,10-05-2016,10299,3061
4388161847,11-05-2016,10201,2954
4388161847,12-05-2016,3369,1623
4445114986,12-04-2016,3276,2113
4445114986,13-04-2016,2961,2095
4445114986,14-04-2016,3974,2194
4445114986,15-04-2016,7198,2496
4445114986,16-04-2016,3945,2180
4445114986,17-04-2016,2268,1933
4445114986,18-04-2016,6155,2248
4445114986,19-04-2016,2064,1954
4445114986,20-04-2016,2072,1974
4445114986,21-04-2016,3809,2150
4445114986,22-04-2016,6831,2432
4445114986,23-04-2016,4363,2149
4445114986,24-04-2016,5002,2247
4445114986,25-04-2016,3385,2070
4445114986,26-04-2016,6326,2291
4445114986,27-04-2016,7243,2361
4445114986,28-04-2016,4493,2203
4445114986,29-04-2016,4676,2196
4445114986,30-04-2016,6222,2363
4445114986,01-05-2016,5232,2246
4445114986,02-05-2016,6910,2336
4445114986,03-05-2016,7502,2421
4445114986,04-05-2016,2923,2070
4445114986,05-05-2016,3800,2120
4445114986,06-05-2016,4514,2211
4445114986,07-05-2016,5183,2123
4445114986,08-05-2016,7303,2423
4445114986,09-05-2016,5275,2281
4445114986,10-05-2016,3915,2181
4445114986,11-05-2016,9105,2499
4445114986,12-05-2016,768,1212
4558609924,12-04-2016,5135,1909
4558609924,13-04-2016,4978,1722
4558609924,14-04-2016,6799,1922
4558609924,15-04-2016,7795,2121
4558609924,16-04-2016,7289,1997
4558609924,17-04-2016,9634,2117
4558609924,18-04-2016,8940,2116
4558609924,19-04-2016,5401,1876
4558609924,20-04-2016,4803,1788
4558609924,21-04-2016,13743,2486
4558609924,22-04-2016,9601,2094
4558609924,23-04-2016,6890,2085
4558609924,24-04-2016,8563,2173
4558609924,25-04-2016,8095,2225
4558609924,26-04-2016,9148,2223
4558609924,27-04-2016,9557,2098
4558609924,28-04-2016,9451,2185
4558609924,29-04-2016,7833,1918
4558609924,30-04-2016,10319,2105
4558609924,01-05-2016,3428,1692
4558609924,02-05-2016,7891,2066
4558609924,03-05-2016,5267,1953
4558609924,04-05-2016,5232,1842
4558609924,05-05-2016,10611,2262
4558609924,06-05-2016,3755,1722
4558609924,07-05-2016,8237,1973
4558609924,08-05-2016,6543,2666
4558609924,09-05-2016,11451,2223
4558609924,10-05-2016,6435,1889
4558609924,11-05-2016,9108,2131
4558609924,12-05-2016,6307,1452
4702921684,12-04-2016,7213,2947
4702921684,13-04-2016,6877,2898
4702921684,14-04-2016,7860,2984
4702921684,15-04-2016,6506,2896
4702921684,16-04-2016,11140,3328
4702921684,17-04-2016,12692,3394
4702921684,18-04-2016,9105,3013
4702921684,19-04-2016,6708,2812
4702921684,20-04-2016,8793,3061
4702921684,21-04-2016,6530,2729
4702921684,22-04-2016,1664,2241
4702921684,23-04-2016,15126,3691
4702921684,24-04-2016,15050,3538
4702921684,25-04-2016,9167,3064
4702921684,26-04-2016,6108,2784
4702921684,27-04-2016,7047,2908
4702921684,28-04-2016,9023,3033
4702921684,29-04-2016,9930,3165
4702921684,30-04-2016,10144,3115
4702921684,01-05-2016,0,2017
4702921684,02-05-2016,7245,2859
4702921684,03-05-2016,9454,3145
4702921684,04-05-2016,8161,3004
4702921684,05-05-2016,8614,3006
4702921684,06-05-2016,6943,2859
4702921684,07-05-2016,14370,3683
4702921684,08-05-2016,12857,3287
4702921684,09-05-2016,8232,2990
4702921684,10-05-2016,10613,3172
4702921684,11-05-2016,9810,3069
4702921684,12-05-2016,2752,1240
5553957443,12-04-2016,11596,2026
5553957443,13-04-2016,4832,1718
5553957443,14-04-2016,17022,2324
5553957443,15-04-2016,16556,2254
5553957443,16-04-2016,5771,1831
5553957443,17-04-2016,655,1397
5553957443,18-04-2016,3727,1683
5553957443,19-04-2016,15482,2284
5553957443,20-04-2016,2713,1570
5553957443,21-04-2016,12346,2066
5553957443,22-04-2016,11682,2105
5553957443,23-04-2016,4112,1776
5553957443,24-04-2016,1807,1507
5553957443,25-04-2016,10946,2033
5553957443,26-04-2016,11886,2093
5553957443,27-04-2016,10538,1922
5553957443,28-04-2016,11393,1999
5553957443,29-04-2016,12764,2169
5553957443,30-04-2016,1202,1463
5553957443,01-05-2016,5164,1747
5553957443,02-05-2016,9769,1996
5553957443,03-05-2016,12848,2116
5553957443,04-05-2016,4249,1698
5553957443,05-05-2016,14331,2156
5553957443,06-05-2016,9632,1916
5553957443,07-05-2016,1868,1494
5553957443,08-05-2016,6083,1762
5553957443,09-05-2016,11611,2272
5553957443,10-05-2016,16358,2335
5553957443,11-05-2016,4926,1693
5553957443,12-05-2016,3121,741
5577150313,12-04-2016,8135,3405
5577150313,13-04-2016,5077,2551
5577150313,14-04-2016,8596,4022
5577150313,15-04-2016,12087,4005
5577150313,16-04-2016,14269,4274
5577150313,17-04-2016,12231,4552
5577150313,18-04-2016,9893,3625
5577150313,19-04-2016,12574,3501
5577150313,20-04-2016,8330,3192
5577150313,21-04-2016,10830,4018
5577150313,22-04-2016,9172,3329
5577150313,23-04-2016,7638,3152
5577150313,24-04-2016,15764,4392
5577150313,25-04-2016,6393,3374
5577150313,26-04-2016,5325,3088
5577150313,27-04-2016,6805,3294
5577150313,28-04-2016,9841,3580
5577150313,29-04-2016,7924,3544
5577150313,30-04-2016,12363,4501
5577150313,01-05-2016,13368,4546
5577150313,02-05-2016,7439,3014
5577150313,03-05-2016,11045,3795
5577150313,04-05-2016,5206,2755
5577150313,05-05-2016,7550,3004
5577150313,06-05-2016,4950,2643
5577150313,07-05-2016,0,1819
5577150313,08-05-2016,0,1819
5577150313,09-05-2016,3421,2489
5577150313,10-05-2016,8869,3841
5577150313,11-05-2016,4038,1665
6117666160,12-04-2016,0,1496
6117666160,13-04-2016,0,1496
6117666160,14-04-2016,0,1496
6117666160,15-04-2016,14019,2865
6117666160,16-04-2016,14450,2828
6117666160,17-04-2016,7150,2225
6117666160,18-04-2016,5153,2018
6117666160,19-04-2016,11135,2606
6117666160,20-04-2016,10449,2536
6117666160,21-04-2016,19542,4900
6117666160,22-04-2016,8206,2409
6117666160,23-04-2016,11495,2651
6117666160,24-04-2016,7623,2305
6117666160,25-04-2016,0,1497
6117666160,26-04-2016,9543,2450
6117666160,27-04-2016,9411,2576
6117666160,28-04-2016,3403,1879
6117666160,29-04-2016,9592,2560
6117666160,30-04-2016,6987,2275
6117666160,01-05-2016,8915,2361
6117666160,02-05-2016,4933,2044
6117666160,03-05-2016,0,1496
6117666160,04-05-2016,2997,1902
6117666160,05-05-2016,9799,2636
6117666160,06-05-2016,3365,1838
6117666160,07-05-2016,7336,2469
6117666160,08-05-2016,7328,2250
6117666160,09-05-2016,4477,1248
6290855005,12-04-2016,4562,2560
6290855005,13-04-2016,7142,2905
6290855005,14-04-2016,7671,2952
6290855005,15-04-2016,9501,2896
6290855005,16-04-2016,8301,2783
6290855005,17-04-2016,7851,3171
6290855005,18-04-2016,6885,2766
6290855005,19-04-2016,7142,2839
6290855005,20-04-2016,6361,2701
6290855005,21-04-2016,0,2060
6290855005,22-04-2016,6238,2796
6290855005,23-04-2016,0,2664
6290855005,24-04-2016,5896,2703
6290855005,25-04-2016,7802,2771
6290855005,26-04-2016,0,2060
6290855005,27-04-2016,5565,2743
6290855005,28-04-2016,5731,2687
6290855005,29-04-2016,0,2060
6290855005,30-04-2016,6744,2843
6290855005,01-05-2016,9837,3327
6290855005,02-05-2016,6781,2725
6290855005,03-05-2016,6047,2671
6290855005,04-05-2016,5832,2718
6290855005,05-05-2016,6339,2682
6290855005,06-05-2016,6116,2806
6290855005,07-05-2016,5510,2613
6290855005,08-05-2016,7706,2712
6290855005,09-05-2016,6277,2175
6290855005,10-05-2016,0,0
6775888955,12-04-2016,0,1841
6775888955,13-04-2016,4053,2400
6775888955,14-04-2016,5162,2507
6775888955,15-04-2016,1282,2127
6775888955,16-04-2016,4732,2225
6775888955,17-04-2016,2497,2067
6775888955,18-04-2016,8294,2798
6775888955,19-04-2016,0,1841
6775888955,20-04-2016,10771,3727
6775888955,21-04-2016,0,1841
6775888955,22-04-2016,637,1922
6775888955,23-04-2016,0,1841
6775888955,24-04-2016,2153,2053
6775888955,25-04-2016,6474,2484
6775888955,26-04-2016,7091,2584
6775888955,27-04-2016,0,1841
6775888955,28-04-2016,703,1993
6775888955,29-04-2016,0,1841
6775888955,30-04-2016,2503,2280
6775888955,01-05-2016,2487,2319
6775888955,02-05-2016,0,1841
6775888955,03-05-2016,9,1843
6775888955,04-05-2016,0,1841
6775888955,05-05-2016,0,1841
6775888955,06-05-2016,4697,2496
6775888955,07-05-2016,1967,1032
6962181067,12-04-2016,10199,1994
6962181067,13-04-2016,5652,1718
6962181067,14-04-2016,1551,1466
6962181067,15-04-2016,5563,1756
6962181067,16-04-2016,13217,2173
6962181067,17-04-2016,10145,2027
6962181067,18-04-2016,11404,2039
6962181067,19-04-2016,10742,2046
6962181067,20-04-2016,13928,2174
6962181067,21-04-2016,11835,2179
6962181067,22-04-2016,10725,2086
6962181067,23-04-2016,20031,2571
6962181067,24-04-2016,5029,1705
6962181067,25-04-2016,13239,2194
6962181067,26-04-2016,10433,2012
6962181067,27-04-2016,10320,2034
6962181067,28-04-2016,12627,2182
6962181067,29-04-2016,10762,2254
6962181067,30-04-2016,10081,2002
6962181067,01-05-2016,5454,1740
6962181067,02-05-2016,12912,2162
6962181067,03-05-2016,12109,2072
6962181067,04-05-2016,10147,2086
6962181067,05-05-2016,10524,2066
6962181067,06-05-2016,5908,1850
6962181067,07-05-2016,6815,1947
6962181067,08-05-2016,4188,1659
6962181067,09-05-2016,12342,2105
6962181067,10-05-2016,15448,2361
6962181067,11-05-2016,6722,1855
6962181067,12-05-2016,3587,928
7007744171,12-04-2016,14172,2937
7007744171,13-04-2016,12862,2742
7007744171,14-04-2016,11179,2668
7007744171,15-04-2016,5273,2098
7007744171,16-04-2016,4631,2076
7007744171,17-04-2016,8059,2383
7007744171,18-04-2016,14816,2832
7007744171,19-04-2016,14194,2812
7007744171,20-04-2016,15566,3096
7007744171,21-04-2016,13744,2763
7007744171,22-04-2016,15299,2889
7007744171,23-04-2016,8093,2284
7007744171,24-04-2016,11085,2667
7007744171,25-04-2016,18229,3055
7007744171,26-04-2016,15090,2939
7007744171,27-04-2016,13541,2830
7007744171,28-04-2016,15128,2836
7007744171,29-04-2016,20067,3180
7007744171,30-04-2016,3761,2051
7007744171,01-05-2016,5600,2225
7007744171,02-05-2016,13041,2642
7007744171,03-05-2016,14510,2976
7007744171,04-05-2016,0,1557
7007744171,05-05-2016,15010,2933
7007744171,06-05-2016,11459,2553
7007744171,07-05-2016,0,120
7086361926,12-04-2016,11317,2772
7086361926,13-04-2016,5813,2516
7086361926,14-04-2016,9123,2734
7086361926,15-04-2016,8585,2395
7086361926,16-04-2016,31,1635
7086361926,17-04-2016,0,1629
7086361926,18-04-2016,9827,2743
7086361926,19-04-2016,10688,2944
7086361926,20-04-2016,14365,2997
7086361926,21-04-2016,9469,2463
7086361926,22-04-2016,9753,2846
7086361926,23-04-2016,2817,1965
7086361926,24-04-2016,3520,2049
7086361926,25-04-2016,10091,2752
7086361926,26-04-2016,10387,2781
7086361926,27-04-2016,11107,2693
7086361926,28-04-2016,11584,2862
7086361926,29-04-2016,7881,2616
7086361926,30-04-2016,14560,2995
7086361926,01-05-2016,12390,2730
7086361926,02-05-2016,10052,2754
7086361926,03-05-2016,10288,2754
7086361926,04-05-2016,10988,2655
7086361926,05-05-2016,8564,2386
7086361926,06-05-2016,12461,2924
7086361926,07-05-2016,12827,2739
7086361926,08-05-2016,10677,2534
7086361926,09-05-2016,13566,2960
7086361926,10-05-2016,14433,2800
7086361926,11-05-2016,9572,2735
7086361926,12-05-2016,3789,1199
8053475328,12-04-2016,18060,3186
8053475328,13-04-2016,16433,3140
8053475328,14-04-2016,20159,3411
8053475328,15-04-2016,20669,3410
8053475328,16-04-2016,14549,2867
8053475328,17-04-2016,18827,3213
8053475328,18-04-2016,17076,3133
8053475328,19-04-2016,15929,3114
8053475328,20-04-2016,15108,3043
8053475328,21-04-2016,16057,3103
8053475328,22-04-2016,10520,2655
8053475328,23-04-2016,22359,3554
